date,close,high,low,trade_count,open,volume,vwap,MA_Short,MA_Long,RSI,MACD,MACD_Signal,MACD_Diff,Bollinger_High,Bollinger_Low,Bollinger_Width,OBV,ROC
2024-03-26 04:00:00+00:00,169.89,171.38,169.63,8682,170.05,637480,170.436166,173.5875,181.718,37.564352595958894,-2.6338576373876776,-2.795464843772187,0.16160720638450954,181.05713687203075,166.11786312796926,8.606192118707565,-9949000,0.46123824729464413
2024-03-27 04:00:00+00:00,173.355,173.6,170.13,11341,170.45,976859,172.527728,173.18275,181.5137,45.50640214519812,-2.4100052464432338,-2.7183729243063968,0.308367677863163,179.72394367929138,166.64155632070862,7.554093787390929,-8972141,2.595135231106108
2024-03-28 04:00:00+00:00,171.51,172.22,170.53,8587,171.87,763045,171.410035,172.72175,181.2911,42.41273180205495,-2.354337358991671,-2.645565811243452,0.29122845225178073,178.2988955736785,167.14460442632148,6.45795399094614,-9735186,0.3099777751783841
2024-04-01 04:00:00+00:00,169.97,171.21,169.485,7834,171.195,578838,170.040962,172.23825,180.9165,39.97016469096154,-2.4067418647320267,-2.597801021941167,0.19105915720914046,176.94053165362322,167.53596834637676,5.460206026969307,-10314024,-1.643423412996935
2024-04-02 04:00:00+00:00,168.93,169.34,168.27,8822,169.1,775556,168.920771,171.93025,180.4641,38.36335606921167,-2.503335231169814,-2.5789078637868967,0.07557263261708291,176.65194511404556,167.20855488595444,5.492570520947371,-11089580,-2.465357967667426
2024-04-03 04:00:00+00:00,169.74,170.67,168.62,7948,168.735,663801,169.906197,171.91074999999998,179.9811,40.37384364310354,-2.4858703731803757,-2.5603003656655927,0.07442999248521698,176.66513142664232,167.15636857335764,5.531220620749243,-10425779,-0.8122479985975494
2024-04-04 04:00:00+00:00,168.86,171.905,168.84,9203,170.65,737973,170.218373,171.89825000000002,179.4557,38.889688798468974,-2.5140575029814727,-2.5510517931287686,0.03699429014729594,176.68323618075348,167.11326381924655,5.567230824925167,-11163752,-2.4494511842865285
2024-04-05 04:00:00+00:00,169.68,170.36,168.98,7193,169.565,609765,169.646929,171.93374999999997,178.958,41.06377758804063,-2.4420781032190177,-2.5292570551468185,0.08717895192780079,176.64121733923895,167.226282660761,5.475908411511963,-10553987,-1.686076829480269
2024-04-08 04:00:00+00:00,168.54,169.175,168.27,5507,169.175,426750,168.704113,171.81175,178.445,38.987143947137774,-2.448794207641953,-2.5131644856458455,0.06437027800389261,176.73336485185519,166.8901351481448,5.729078310249673,-10980737,-2.9594656840165907
2024-04-09 04:00:00+00:00,169.7,170.065,168.35,7574,168.79,554900,169.090734,171.65625,177.9916,42.19072929021909,-2.3336140135842243,-2.4772543912335214,0.14364037764929716,176.63803369161104,166.67446630838896,5.804372041928031,-10425837,-3.6342986939239106
2024-04-10 04:00:00+00:00,167.73,169.06,167.12,9853,168.9,648092,168.005996,171.38275000000002,177.51089999999996,38.49413003018828,-2.3739302260622708,-2.4565895581992714,0.08265933213700061,176.59095648112205,166.17454351887798,6.077865457430264,-11073929,-6.091484239404302
2024-04-11 04:00:00+00:00,175.04,175.455,168.185,14967,168.26,1987855,172.558248,171.57825,177.25169999999997,54.44426145042882,-1.7953297631768237,-2.3243375991947817,0.529007836017958,177.02204029261796,166.13445970738204,6.345548217933173,-9086074,2.1356050881082953
2024-04-12 04:00:00+00:00,176.62,178.35,174.23,20577,174.39,2326731,176.252341,171.75425,177.0959,57.03760795066435,-1.1955108277175555,-2.0985722448993367,0.9030614171817812,177.59648011785757,165.91201988214246,6.803010834209405,-6759343,2.5251059383525827
2024-04-15 04:00:00+00:00,172.73,176.61,172.51,18996,175.455,2005050,174.345854,171.76125,176.8129,49.55755720549113,-1.0222565526116796,-1.8833091064418055,0.8610525538301259,177.6078027236143,165.91469727638568,6.807766854997049,-8764393,1.0767160161507423
2024-04-16 04:00:00+00:00,169.34,173.75,168.27,12660,171.69,1175534,170.333464,171.54425,176.4829,44.12657655129956,-1.14529372678669,-1.7357060305107825,0.5904123037240925,177.4119576230843,165.6765423769157,6.8410426150504025,-9939927,-0.32373888986990584
2024-04-17 04:00:00+00:00,168.01,170.63,168.0,8412,169.53,605430,169.118244,171.13975,176.0903,42.17382074094742,-1.3347354589547251,-1.6555119161995713,0.32077645724484616,176.80744130687276,165.47205869312722,6.623465684474553,-10545357,-3.0832684375991457
2024-04-18 04:00:00+00:00,167.03,168.62,166.57,9593,168.06,901199,167.435454,170.56075,175.64489999999998,40.743080845559575,-1.546124446163816,-1.6336344221924202,0.08750997602860422,175.35646087014229,165.76503912985774,5.623463628228971,-11446556,-2.612092589353385
2024-04-19 04:00:00+00:00,164.96,166.38,164.08,11948,165.99,1032397,165.060773,170.23975000000002,175.15670000000003,37.82419951685656,-1.8592511518556591,-1.678757768125068,-0.1804933837305911,175.59942580642718,164.88007419357285,6.2966208613759855,-12478953,-2.9475789845266758
2024-04-22 04:00:00+00:00,165.91,167.25,164.78,9921,165.53,934080,166.034684,169.92175,174.7073,39.95043036718206,-2.0076068198267194,-1.7445275784653984,-0.263079241361321,175.51161518173743,164.33188481826258,6.57934041020343,-11544873,-1.7877227253892205
2024-04-23 04:00:00+00:00,166.81,167.05,165.03,9223,165.35,782098,166.483532,169.71775,174.2668,41.974887605422154,-2.029166311031105,-1.8014553249785399,-0.227710986052565,175.44742928858153,163.98807071141846,6.752009484666792,-10762775,-1.7261694356074035
2024-04-24 04:00:00+00:00,169.075,169.29,166.28,8610,166.425,787955,168.33696,169.677,173.9043,46.83283279148944,-1.8422494872050947,-1.8096141574238511,-0.032635329781243616,175.41278887338092,163.94121112661907,6.760832491593942,-9974820,0.12732441075445633
2024-04-25 04:00:00+00:00,169.94,170.59,168.18,11262,169.525,1291953,169.565757,169.50625,173.60139999999998,48.60257719355387,-1.6058075370598885,-1.7688528333510587,0.16304529629117015,174.99177173908737,164.02072826091262,6.472353366424394,-8682867,0.15322960867514787
2024-04-26 04:00:00+00:00,169.19,171.32,169.19,6736,169.96,536766,170.147588,169.39024999999998,173.3048,47.137490502777254,-1.4620902537602376,-1.7075003174328947,0.24541006367265705,174.7989582330257,163.98154176697426,6.386091564332329,-9219633,0.38566512400617403
2024-04-29 04:00:00+00:00,173.48,176.03,173.145,11453,173.4,1210678,174.740879,169.56575,173.0972,55.41618673800751,-0.990607023211993,-1.5641216585887145,0.5735146353767215,175.25863263975293,163.87286736024708,6.714660996991342,-8008955,2.2274602239245733
2024-04-30 04:00:00+00:00,170.05,174.98,170.05,8609,173.39,619499,173.13489,169.62175,172.8522,48.8314915934517,-0.8835405944552406,-1.42800544576202,0.5444648513067794,175.31054888465044,163.93295111534954,6.707629044801687,-8628454,1.3831753413223762
2024-05-01 04:00:00+00:00,169.34,172.675,169.145,6345,169.82,603050,170.764459,169.60175,172.60620000000003,47.5714232757914,-0.8462259782560011,-1.3116495522608163,0.46542357400481515,175.29155779552354,163.91194220447647,6.709609771742962,-9231504,-3.256398537477142
2024-05-02 04:00:00+00:00,173.13,173.41,170.9,13697,172.42,1356609,172.316183,169.81525,172.42239999999998,54.34404851073705,-0.5050110968662409,-1.1503218611819013,0.6453107643156604,175.69498254068588,163.9355174593141,6.924858092174753,-7874895,-1.9759936587023037
2024-05-03 04:00:00+00:00,183.36,186.97,182.68,33331,186.65,3997192,184.610231,170.49925000000002,172.40279999999998,66.8077445219534,0.5841459879476076,-0.8034282913559996,1.3875742793036072,178.82920934864038,162.16929065135966,9.771256294253913,-3877703,6.154113356104918
2024-05-06 04:00:00+00:00,181.62,184.14,180.43,11235,182.38,1069082,182.014122,171.15324999999999,172.38519999999997,63.62616002820551,1.2920138351613275,-0.38433986605253423,1.6763537012138618,180.72632906318555,161.58017093681443,11.186558319150306,-4946785,7.251683004606119
2024-05-07 04:00:00+00:00,182.35,184.89,181.33,9678,183.59,850277,182.873541,171.78575,172.4082,64.39231856070234,1.8901209651987187,0.07055230019771636,1.8195686650010023,182.49530987657766,161.07619012342235,12.468507867011851,-4096508,8.535206237723948
2024-05-08 04:00:00+00:00,182.73,183.04,181.47,6326,182.83,550059,182.509883,172.53574999999998,172.40959999999998,64.807865908132,2.3674969677613547,0.529941233710444,1.8375557340509108,184.07308820038236,160.9984117996176,13.373852318006419,-3546449,9.399509070226898
2024-05-09 04:00:00+00:00,184.62,184.65,182.14,8324,182.635,778041,183.844813,173.01475,172.47299999999998,66.87825925276474,2.8652987137262755,0.9970127297136104,1.868285984012665,185.6695504626704,160.35994953732958,14.628579890061868,-2768408,11.918040737148397
2024-05-10 04:00:00+00:00,183.01,185.085,182.15,7256,184.9,718467,183.086128,173.33425,172.5186,63.453638048512666,3.0942283014340717,1.4164558440577029,1.6777724573763688,186.64278458311634,160.02571541688366,15.355920232863776,-3486875,10.306792839491287
2024-05-13 04:00:00+00:00,186.28,187.1,184.64,11128,185.465,1323520,186.250584,174.01175,172.6514,67.13468944496805,3.499181929393984,1.8330010611249592,1.666180868269025,188.45912113630033,159.5643788636997,16.60505240169163,-2163355,11.671962112583177
2024-05-14 04:00:00+00:00,187.38,188.245,186.305,6585,187.775,582177,187.394469,174.91375,172.8972,68.29168196586184,3.8643258609363897,2.2392660210872455,1.6250598398491443,190.30365216830518,159.5238478316948,17.597132493363368,-1581178,10.826556262013904
2024-05-15 04:00:00+00:00,189.73,190.63,187.38,7647,187.97,889908,189.812335,175.99975,173.2892,70.66744218980367,4.293833774698271,2.650179571809451,1.6436542028888201,192.32468199832712,159.6748180016729,18.551085439981723,-691270,11.645286571731194
2024-05-16 04:00:00+00:00,189.93,191.09,189.67,6699,190.41,736398,190.207032,177.14475,173.7056,70.86749929658528,4.597364661267278,3.0396165897010166,1.5577480715662615,193.99640851630053,160.29309148369944,19.025862766241218,45128,12.258407707311312
2024-05-17 04:00:00+00:00,189.865,190.79,189.22,4004,189.22,436685,189.948088,178.39,174.12349999999998,70.69873377404825,4.777596955174403,3.387212662795694,1.3903842923787084,195.13643633732278,161.6435636626772,18.775084183331792,-391557,9.444892783029756
2024-05-20 04:00:00+00:00,191.045,191.91,189.03,8770,189.295,964055,191.225453,179.64675,174.5248,72.00224037553153,4.958490097635263,3.701468149763608,1.2570219478716549,196.23002991532454,163.06347008467546,18.462098440772838,572498,12.346368715083784
2024-05-21 04:00:00+00:00,192.37,192.72,190.93,5988,191.085,561888,192.287412,180.92475,174.91600000000003,73.4315040951978,5.149406490188568,3.9910558178486,1.1583506723399677,197.29215128273287,164.5573487172671,18.093048389159456,1134386,13.599858273296327
2024-05-22 04:00:00+00:00,190.925,192.82,190.28,4139,192.3,410858,191.62025,182.01725,175.2705,69.27794189405743,5.125031510107078,4.217850956300296,0.9071805538067821,197.98707419283338,166.0474258071666,17.547594189928027,723528,10.278403511811943
2024-05-23 04:00:00+00:00,186.91,190.97,186.635,6959,190.96,724321,188.460177,182.86575,175.58610000000002,59.24965981017375,4.727244485711537,4.319729662182545,0.4075148235289925,197.9578433852798,167.77365661472018,16.50620018814875,-793,1.9360820244328003
2024-05-24 04:00:00+00:00,190.0,190.56,188.06,4691,188.87,469969,189.840155,183.90625,175.9241,63.61494133275754,4.608211979581569,4.37742612566235,0.2307858539192189,197.91392642223389,169.89857357776611,15.23349687379726,469176,4.614029291928199
2024-05-28 04:00:00+00:00,190.1,192.98,189.13,8188,191.53,838111,190.784704,184.73725,176.2743,63.75027689017724,4.470414865324955,4.396023873594871,0.07439099173008401,198.13067841657832,171.34382158342166,14.499975956747576,1307287,4.250068549492734
2024-05-29 04:00:00+00:00,190.37,192.24,189.61,7539,189.65,743546,191.242179,185.75325,176.60809999999998,64.13813259573976,4.333047726060357,4.383428644087968,-0.05038091802761091,197.5200427979551,173.9864572020449,12.669272594643813,2050833,4.181032123898657
2024-05-30 04:00:00+00:00,191.28,192.175,190.65,8456,190.75,707884,191.490118,186.85025,176.9117,65.47877811706843,4.248637030328155,4.356470321336006,-0.107833291007851,196.11706254531506,177.5834374546849,9.918972594700918,2758717,3.607409814754629
2024-05-31 04:00:00+00:00,192.31,192.56,189.915,9601,191.345,1346295,191.230036,187.80925,177.1857,66.98328917134384,4.2162510205057515,4.328426461169955,-0.11217544066420349,194.91613488368915,180.70236511631083,7.56819473342145,4105012,5.081689525162566
2024-06-03 04:00:00+00:00,193.99,194.99,192.6,4460,192.985,390603,193.85831,188.34075,177.63789999999997,69.3311053343965,4.276846015425463,4.3181103720210565,-0.04126435659559391,195.6249117740142,181.05658822598582,7.735088422462153,4495615,4.138930642044239
2024-06-04 04:00:00+00:00,194.31,195.295,193.14,5720,194.845,517834,194.24631,188.97525000000002,178.0787,69.77203025049978,4.301108806141144,4.314710058845074,-0.0136012527039302,196.01381126989105,181.93668873010898,7.449188472978374,5013449,3.698366954851109
2024-06-05 04:00:00+00:00,195.87,196.885,194.905,8954,195.39,856960,195.942253,189.65124999999998,178.57829999999998,71.8934806731261,4.395547074580605,4.330877461992181,0.06466961258842474,196.61129085835782,182.69120914164213,7.33983125168734,5870409,3.236177726242563
2024-06-06 04:00:00+00:00,194.435,196.49,194.175,6670,195.72,568869,195.507859,190.2365,179.06920000000002,67.22006085989217,4.304972531909755,4.325696475975696,-0.020723944065941247,196.72250115633744,183.75049884366257,6.818881924696299,5301540,2.371926499236558
2024-06-07 04:00:00+00:00,196.88,196.93,194.16,9420,194.77,901606,195.881184,190.84949999999998,179.5397,70.7132931870164,4.379992790137322,4.336555738808022,0.04343705132930076,197.4132899875004,184.28571001249955,6.8784984896480506,6203146,3.6947304663840024
2024-06-10 04:00:00+00:00,193.15,197.23,192.24,14573,196.905,1746307,194.510262,191.3565,179.9725,60.17748175208781,4.09130504042804,4.287505599132025,-0.19620055870398545,196.90826107194925,185.80473892805077,5.802531998598682,4456839,1.1018346462875335
2024-06-11 04:00:00+00:00,207.15,207.15,193.65,22998,193.66,2713867,202.770913,192.4,180.71609999999998,75.14574823752892,4.935309737488524,4.417066426803325,0.5182433106851985,200.8379642094531,183.9620357905469,8.771272566999064,7170706,7.683110672142226
2024-06-12 04:00:00+00:00,213.17,220.19,206.93,25670,207.385,3330445,215.430765,193.6895,181.6009,78.83048764832041,6.020552052991889,4.737763552041038,1.2827885009508506,205.76370800715358,181.61529199284644,12.467591694081065,10501151,11.651171926148999
2024-06-13 04:00:00+00:00,214.22,216.64,211.615,14105,214.72,1704323,213.914572,194.91400000000002,182.4905,79.40403043074478,6.88596353034643,5.167403547702117,1.7185599826443134,209.77850994819582,180.0494900518042,15.252377918667518,12205474,14.611310256273075
2024-06-14 04:00:00+00:00,212.57,215.08,211.34,9849,213.765,1048695,212.656188,196.046,183.3647,75.9230012728815,7.353896015107495,5.604702041183193,1.7491939739243012,212.5749677838639,179.51703221613607,16.862336169943706,11156779,11.878947368421048
2024-06-17 04:00:00+00:00,216.67,218.93,212.81,16841,213.275,1856996,216.568855,197.38625000000002,184.30450000000002,78.45099989584796,7.9637702294917005,6.0765156788448955,1.887254550646805,215.91867074716663,178.8538292528334,18.77782342707925,13013775,13.97685428721725
2024-06-18 04:00:00+00:00,214.38,218.61,213.0,11778,217.63,1240896,215.160912,198.553,185.22129999999999,73.79071455966888,8.16815862845948,6.494844268767813,1.673314359691667,218.2436224888908,178.8623775111092,19.834122364195753,11772879,12.612281346850866
2024-06-20 04:00:00+00:00,209.55,214.22,208.87,9832,213.995,887236,211.026032,199.412,186.0183,65.01782265492537,7.849908415360602,6.7658570980863715,1.0840513172742305,219.44472308000118,179.37927691999883,20.09179295127793,10885643,9.55144291091594
2024-06-21 04:00:00+00:00,207.215,211.85,207.215,13057,210.39,1486160,209.73777,200.22650000000002,186.80800000000002,61.228027235268335,7.32484162828473,6.877654004126043,0.44718762415868696,220.1369967542252,180.31600324577482,19.887973624095903,9399483,7.750506993916073
2024-06-24 04:00:00+00:00,208.29,212.65,206.65,8182,207.7,693762,209.226893,201.2955,187.47299999999998,62.317044013292765,6.915745522988431,6.885272307898521,0.03047321508990919,220.51515163576101,182.075848364239,19.095957570597466,10093245,7.371513995566772
2024-06-25 04:00:00+00:00,209.17,211.335,208.635,6519,209.125,468769,209.925963,202.254,188.12399999999997,63.22758135029008,6.586616146782063,6.825541075675231,-0.23892492889316763,221.03175295396153,183.47624704603845,18.568486115440525,10562014,7.647573465081563
2024-06-26 04:00:00+00:00,213.17,214.825,210.69,8752,211.48,895570,213.002481,203.40749999999997,188.9328,67.11701232163313,6.572778417312321,6.77498854400265,-0.20221012669032845,221.88910233854224,184.9258976614577,18.171996940665686,11457584,8.832388829325565
2024-06-27 04:00:00+00:00,214.11,215.7,212.395,8768,214.74,760763,213.921155,204.59449999999998,189.8282,67.97427782843776,6.562019188613078,6.732394672924736,-0.1703754843116574,222.61801710959907,186.5709828904009,17.618769917665514,12218347,10.11906292591355
2024-06-28 04:00:00+00:00,210.61,216.045,210.31,12229,215.83,1405664,213.616389,205.561,190.68019999999996,61.54098396397647,6.199606468821827,6.625837032104155,-0.4262305632823278,222.67510955907468,188.44689044092533,16.651125027680035,10812683,6.973791141812281
2024-07-01 04:00:00+00:00,216.7,217.505,211.95,9579,212.16,849200,215.364875,206.78050000000002,191.6736,67.33415800892388,6.330826059084245,6.566834837500173,-0.23600877841592816,223.41304908304832,190.14795091695171,16.08715433326479,11661883,12.192596427646897
2024-07-02 04:00:00+00:00,220.35,220.35,215.14,6456,216.16,611120,218.843448,208.0985,192.7814,70.22867939296057,6.652655355625058,6.5839989411251505,0.06865641449990711,224.64540548108653,191.55159451891348,15.902955072801126,12273003,6.372194062273709
2024-07-03 04:00:00+00:00,221.53,221.53,219.045,6229,219.93,568282,220.442743,209.4595,193.89379999999997,71.11964165490343,6.923118133762472,6.6518227796526155,0.2712953541098564,225.72133535152201,193.19766464847797,15.527426878725507,12841285,3.9217525918281253
2024-07-05 04:00:00+00:00,226.35,226.445,221.68,9109,221.705,762352,224.833265,210.9835,195.0846,74.47935736414149,7.440624662117841,6.809583156145662,0.6310415059721795,227.57506053540507,194.3919394645949,15.727827565098767,13603637,5.662403136961999
2024-07-08 04:00:00+00:00,227.81,227.84,223.27,7755,227.125,624992,226.115526,212.65225,196.2593,75.41241056270236,7.877752287899199,7.023216982496369,0.8545353054028295,228.96165295504443,196.3428470449556,15.339036342238954,14228629,7.1694030201815915
2024-07-09 04:00:00+00:00,228.69,229.38,226.38,6075,228.23,514553,228.188247,214.24275000000003,197.4343,75.98238987148468,8.200655672338712,7.258704720464838,0.9419509518738742,230.2916432562346,198.19385674376545,14.981970924322596,14743182,5.54760695989293
2024-07-10 04:00:00+00:00,232.93,233.06,229.31,12145,229.38,1112322,231.519155,216.23175,198.7091,78.56115818576858,8.698421507186339,7.546648077809138,1.1517734293772008,231.15168072202457,201.31181927797545,13.799944478111618,15855504,8.65285940852692
2024-07-11 04:00:00+00:00,227.66,232.3,225.78,10931,231.425,812486,228.72584,217.25725000000003,199.7927,68.6892570855133,8.568882813609008,7.751095024969112,0.8177877886398957,232.35768293253585,202.1568170674642,13.900970331287747,15043018,8.642328799809107
2024-07-12 04:00:00+00:00,230.27,232.61,228.685,8833,229.03,753812,231.180272,218.11225,200.9971,70.65591178186654,8.577946426178215,7.916465305210933,0.6614811209672826,234.10050146005693,202.12399853994305,14.660571756109016,15796830,11.126125039210486
2024-07-15 04:00:00+00:00,234.43,237.16,233.115,7583,236.63,582872,235.162714,219.12275,202.2989,73.51170199940255,8.819145023761791,8.097001248921105,0.7221437748406867,236.49409464427015,201.75140535572984,15.855354721744003,16379702,12.549810360555004
2024-07-16 04:00:00+00:00,234.83,236.25,232.38,6294,235.205,488572,234.225632,220.23575,203.5329,73.77597715705015,8.939524038691758,8.265505806875236,0.6740182318165218,238.60867499168307,201.86282500831692,16.684779824967634,16868274,12.267533585122163
2024-07-17 04:00:00+00:00,228.96,231.35,226.685,9907,229.46,845050,228.899229,220.85025000000002,204.4449,63.727665639106725,8.463701055646084,8.305144856629406,0.15855619901667772,239.52465828379883,202.1758417162012,16.911376178020003,16023224,7.407233663273454
2024-07-18 04:00:00+00:00,224.21,230.29,222.45,8682,230.29,694929,225.130049,221.34175,205.29670000000002,56.96627352484425,7.61553545860869,8.167222977025263,-0.551687518416573,239.82558057566837,202.8579194243316,16.701621429909522,15328295,4.717201438512911
2024-07-19 04:00:00+00:00,224.44,226.77,223.31,4403,224.88,434480,224.74987,222.08625,206.13850000000002,57.20305069965955,6.8825791024271155,7.910294202105634,-1.0277150996785185,239.7934696787077,204.3790303212923,15.946254825508287,15762775,6.566639760695116
2024-07-22 04:00:00+00:00,224.16,227.77,223.18,5263,227.335,472525,225.339047,222.9335,206.96710000000002,56.79337197339911,6.207555414792807,7.569746444643069,-1.362191029850262,239.28292112125115,206.58407887874887,14.667531906376691,15290250,3.4425473004153244
2024-07-23 04:00:00+00:00,224.92,226.925,222.68,7179,224.365,465219,225.133771,223.76500000000001,207.7731,57.67933770009419,5.668576110637218,7.1895123778419,-1.5209362672046813,238.6794500401461,208.85054995985394,13.33045832918113,15755469,2.0739732244156994
2024-07-24 04:00:00+00:00,218.585,224.765,217.165,13651,224.115,1005989,218.912417,224.23575,208.4846,48.71275514278386,4.676343594724614,6.686878621218443,-2.0105350264938293,237.81212922091208,210.6593707790879,12.109022955449422,14749480,-1.3293910531304984
2024-07-25 04:00:00+00:00,217.42,220.81,214.64,7440,218.88,642703,218.018176,224.44825,209.1074,47.25781764121839,3.752727309098219,6.100048358794399,-2.3473210496961796,237.4458718113166,211.4506281886834,11.581842862500915,14106777,-3.9452175833885605
2024-07-26 04:00:00+00:00,218.03,219.48,216.04,7218,218.94,661067,217.760339,224.64425,209.7204,48.13138201528465,3.0349911615664382,5.487036919348807,-2.4520457577823684,237.1201232259515,212.1683767740485,11.107226849520064,14767844,-4.29305122689961
2024-07-29 04:00:00+00:00,218.185,219.28,215.79,5090,217.375,381966,218.227041,225.023,210.2895,48.36540801777778,2.450440149550758,4.879717565389197,-2.429277415838439,236.15969403368942,213.88630596631057,9.898271762166022,15149810,-4.593554593554591
2024-07-30 04:00:00+00:00,218.68,220.27,216.12,7035,219.3,559407,218.264206,225.12199999999999,210.86450000000002,49.15439715289971,2.004020523047899,4.304578156920938,-2.300557633873039,235.99301715572253,214.25098284427744,9.657889638260626,15709217,-6.1177177692869105
2024-07-31 04:00:00+00:00,222.18,223.81,220.91,6088,221.52,549326,222.356755,225.2135,211.51080000000002,54.45383296766805,1.9106259948983393,3.8257877245164185,-1.9151617296180792,235.9523174861115,214.47468251388852,9.536566401313852,16258543,-2.407098304489146
2024-08-01 04:00:00+00:00,218.51,224.4,217.03,14017,224.34,1321543,219.612903,225.0625,212.06009999999998,48.719749794374344,1.5229165954091286,3.3652134986949607,-1.842296903285832,236.08541907799443,214.03958092200557,9.79542933895645,14937000,-5.107048247709219
2024-08-02 04:00:00+00:00,219.81,225.57,217.77,22071,219.06,2263645,222.368742,224.7355,212.6089,50.70010677414811,1.3055041987106222,2.9532716386980935,-1.6477674399874713,235.97219208441763,213.49880791558238,9.999926210516474,17200645,-6.236403190717913
2024-08-05 04:00:00+00:00,209.23,213.45,196.0,26570,199.16,2582819,207.884633,223.80649999999997,212.975,37.87914700863835,0.27630070615526847,2.4178774521895283,-2.14157674603426,236.80668003721536,210.80631996278458,11.617339118582693,14617826,-10.901503215091777
2024-08-06 04:00:00+00:00,207.14,209.98,201.1,15688,205.38,1429961,206.723453,222.72899999999998,213.37959999999998,35.945397333690934,-0.6999276792502656,1.7943164259015698,-2.4942441051518354,237.39683508224758,208.0611649177524,13.171015074146245,13187865,-9.530048916841379
2024-08-07 04:00:00+00:00,209.81,213.625,206.45,8202,206.9,724474,211.291037,221.573,213.7758,40.14899524189173,-1.2438111415566198,1.1866909124099319,-2.430502053966552,236.48501106491048,206.66098893508953,13.46013373913832,13912339,-6.422550287676734
2024-08-08 04:00:00+00:00,213.35,214.2,208.91,10071,213.09,838953,212.6759,220.8575,214.24079999999998,45.27666520764468,-1.3733630149697547,0.6746801269339946,-2.048043141903749,235.90520896183244,205.80979103816753,13.626622561454745,14751292,-4.941186954197114
2024-08-09 04:00:00+00:00,216.16,216.74,211.99,10668,212.06,911230,215.063684,220.152,214.7566,49.010996828155996,-1.2350533657638323,0.2927334283944292,-1.5277867941582615,234.68255036810416,205.6214496318958,13.200470918369284,15662522,-3.5688793718772307
2024-08-12 04:00:00+00:00,217.6,219.5,215.63,7383,216.07,564185,217.557576,219.3105,215.283,50.86155438393036,-0.9977446278872719,0.034637817138088944,-1.032382445025361,232.30414032902294,206.31685967097704,11.84953782789511,16226707,-3.254490485505955
2024-08-13 04:00:00+00:00,221.21,221.87,219.185,7359,219.185,589109,220.938714,218.6295,215.86100000000002,55.2466679404868,-0.5124714614268555,-0.07478403857489994,-0.43768742285195555,229.56249085337637,207.69650914662364,10.001386686953378,16815816,1.2009058261088363
2024-08-14 04:00:00+00:00,221.63,223.0,219.7,7084,220.51,620996,221.481998,218.263,216.4138,55.741528242016905,-0.09292728301568332,-0.07841268746305662,-0.0145145955526267,228.23544974918457,208.29055025081544,9.138012168058317,17436812,1.9363444025388685
2024-08-15 04:00:00+00:00,224.69,225.35,222.8,8952,224.6,720255,224.54636,218.28699999999998,217.0214,59.27480181813647,0.4809369853465455,0.033457247098863815,0.44747973824768167,228.31871740032636,208.2552825996736,9.191309972949728,18157067,3.0546255102508812
2024-08-16 04:00:00+00:00,226.06,226.8,223.67,6508,223.98,459595,225.387631,218.368,217.6252,60.78427340283683,1.0343527285323262,0.23363634338555628,0.8007163851467699,228.6208597961745,208.1151402038255,9.39044163629699,18616662,3.6093223640488574
2024-08-19 04:00:00+00:00,225.82,225.93,223.07,7494,225.57,637982,224.534087,218.45099999999996,218.25289999999998,60.3621863263241,1.4370077668855004,0.47431062808554514,0.9626971387999552,228.91477494024076,207.98722505975917,9.579974401802508,17978680,3.2650448143405826
2024-08-20 04:00:00+00:00,226.53,227.165,225.515,7091,225.83,518769,226.51804,218.53149999999997,218.8459,61.22011103732066,1.7927402582803325,0.7379965541245026,1.0547437041558299,229.2155592005104,207.84744079948953,9.77804957226801,18497449,1.9578719956791766
